,matpes_id,formula_pretty,cohesive_energy_per_atom
107846,matpes-20240214_631527_23,In2GeB,-3.089334132499999
107847,matpes-20240214_631527_45,In2GeB,-3.081952385000001
107848,matpes-20240214_631527_36,In2GeB,-3.07806336
107849,matpes-20240214_631527_49,In2GeB,-3.065496127499999
107850,matpes-20240214_631527_12,In2GeB,-3.057989095
107851,matpes-20240214_631527_40,In2GeB,-3.057491855
107852,matpes-20240214_631527_15,In2GeB,-3.0434490775
107853,matpes-20240214_631527_26,In2GeB,-3.04271769
107854,matpes-20240214_631527_34,In2GeB,-3.03642572
107855,matpes-20240214_631527_44,In2GeB,-3.028950605
107856,matpes-20240214_631527_4,In2GeB,-3.02311918
107857,matpes-20240214_631527_51,In2GeB,-3.0224452425
107858,matpes-20240214_631527_9,In2GeB,-3.0200288625
107859,matpes-20240214_631527_29,In2GeB,-3.015137474999999
107860,matpes-20240214_631527_20,In2GeB,-3.005190325000001
107861,matpes-20240214_631527_24,In2GeB,-2.9924215125
107862,matpes-20240214_631527_17,In2GeB,-2.9921312275
107863,matpes-20240214_631527_28,In2GeB,-2.9861476875000013
107864,matpes-20240214_631527_43,In2GeB,-2.98041177
107865,matpes-20240214_631527_33,In2GeB,-2.974926762500001
107866,matpes-20240214_631527_41,In2GeB,-2.974196602500001
107867,matpes-20240214_631527_8,In2GeB,-2.97135914
107868,matpes-20240214_631527_39,In2GeB,-2.966861230000001
107869,matpes-20240214_631527_3,In2GeB,-2.965565337500001
107870,matpes-20240214_631527_31,In2GeB,-2.95116844
107871,matpes-20240214_631527_13,In2GeB,-2.945420685
107872,matpes-20240214_631527_35,In2GeB,-2.939481145
107873,matpes-20240214_631527_14,In2GeB,-2.9354619075
107874,matpes-20240214_631527_1,In2GeB,-2.9295652975
107875,matpes-20240214_631527_10,In2GeB,-2.9278006575
107876,matpes-20240214_631527_42,In2GeB,-2.92641993
107877,matpes-20240214_631527_21,In2GeB,-2.9233383275
107878,matpes-20240214_631527_25,In2GeB,-2.9196435175000013
107879,matpes-20240214_631527_5,In2GeB,-2.906708402499999
107880,matpes-20240214_631527_22,In2GeB,-2.901479255
107881,matpes-20240214_631527_16,In2GeB,-2.857814205
107882,matpes-20240214_631527_54,In2GeB,-2.8413059678125
107883,matpes-20240214_631527_19,In2GeB,-2.7994421175
107884,matpes-20240214_631527_0,In2GeB,-2.719395065
107885,mp-631527,In2GeB,-2.719394750000001
107886,matpes-20240214_631527_18,In2GeB,-2.705198915
107887,mp-1224585,In2Hg8As5Br7,-1.739400850454548
107888,matpes-20240214_1224585_0,In2Hg8As5Br7,-1.348878394545455
107889,matpes-20240214_1096342_3,In2HgBi,-1.584380862499998
107890,matpes-20240214_1096342_0,In2HgBi,-0.964166734999999
107891,mp-1096342,In2HgBi,-0.9639000375000032
107892,matpes-20240214_1096342_2,In2HgBi,-0.9318887200000032
107893,matpes-20240214_1096342_1,In2HgBi,-0.816928525000001
107894,mp-753983,In2HgO4,-3.735421898571426
107895,matpes-20240214_1097077_3,In2HgPb,-1.914040720000002
107896,matpes-20240214_1097077_10,In2HgPb,-1.901017797500003
107897,matpes-20240214_1097077_8,In2HgPb,-1.750442010000007
107898,matpes-20240214_1097077_12,In2HgPb,-1.736414540000005
107899,matpes-20240214_1097077_7,In2HgPb,-1.4441044425000051
107900,matpes-20240214_1097077_5,In2HgPb,-1.419370462500005
107901,matpes-20240214_1097077_6,In2HgPb,-1.3275134
107902,matpes-20240214_1097077_2,In2HgPb,-1.311719692500005
107903,matpes-20240214_1097077_4,In2HgPb,-0.964886360000001
107904,mp-1097077,In2HgPb,-0.951428675000002
107905,matpes-20240214_1097077_0,In2HgPb,-0.9514272125000072
107906,matpes-20240214_1097077_11,In2HgPb,-0.944818642500003
107907,matpes-20240214_1097077_1,In2HgPb,-0.8716121800000061
107908,mp-22356,In2HgS4,-3.031349996428571
107909,mp-20731,In2HgSe4,-2.779664028571432
107910,matpes-20240214_20731_0,In2HgSe4,-2.251395547142859
107911,matpes-20240214_20731_1,In2HgSe4,-2.12630675714286
107912,matpes-20240214_20731_2,In2HgSe4,-2.105531258571432
107913,mp-19765,In2HgTe4,-2.450124110000002
107914,mp-37888,In2HgTe4,-2.223115158571431
107915,matpes-20240214_19765_0,In2HgTe4,-1.852712992857143
107916,matpes-20240214_22812_0,In2Ir,-4.238669674999997
107917,mp-22812,In2Ir,-4.238669254166666
107918,matpes-20240214_22812_1,In2Ir,-3.747333528333333
107919,matpes-20240214_1096402_2,In2IrRh,-4.497702804999999
107920,matpes-20240214_1096402_1,In2IrRh,-4.311335374999999
107921,matpes-20240214_1096402_5,In2IrRh,-4.265679107499999
107922,matpes-20240214_1096402_3,In2IrRh,-4.224638067499999
107923,matpes-20240214_1096402_10,In2IrRh,-4.188547777499998
107924,matpes-20240214_1096402_9,In2IrRh,-4.147500592499998
107925,matpes-20240214_1096402_8,In2IrRh,-3.7165303375
107926,matpes-20240214_1096402_16,In2IrRh,-3.581740303749999
107927,matpes-20240214_1096402_7,In2IrRh,-3.469345242500001
107928,matpes-20240214_1096402_15,In2IrRh,-3.322162379999998
107929,matpes-20240214_1096402_14,In2IrRh,-2.914980731250001
107930,matpes-20240214_1096402_11,In2IrRh,-2.870266341249998
107931,matpes-20240214_1096402_12,In2IrRh,-2.830926725000001
107932,matpes-20240214_1096402_13,In2IrRh,-2.773525976249999
107933,matpes-20240214_1096402_6,In2IrRh,-2.48751563
107934,mp-1096402,In2IrRh,-2.211368164999999
107935,matpes-20240214_1096402_4,In2IrRh,-1.490674514999998
107936,matpes-20240214_1096402_0,In2IrRh,-1.321870619999998
107937,mp-20708,In2Ni3S2,-3.984444461428572
107938,mp-1078086,In2Ni3Se2,-3.751598657142858
107939,matpes-20240214_1078086_4,In2Ni3Se2,-3.486772531428572
107940,matpes-20240214_1078086_6,In2Ni3Se2,-3.405344017142857
107941,matpes-20240214_1078086_5,In2Ni3Se2,-3.397833639999999
107942,matpes-20240214_1078086_1,In2Ni3Se2,-3.391716991428572
107943,matpes-20240214_1078086_3,In2Ni3Se2,-3.370605348571428
107944,matpes-20240214_1078086_0,In2Ni3Se2,-3.344015471428572
107945,matpes-20240214_1078086_7,In2Ni3Se2,-3.303029997142857
107946,matpes-20240214_1078086_2,In2Ni3Se2,-3.295942444285714
107947,mp-1224072,In2Ni6C,-4.512814575555555
107948,matpes-20240214_1224072_2,In2Ni6C,-4.367990313333333
107949,matpes-20240214_1224072_1,In2Ni6C,-4.316408934444445
107950,matpes-20240214_1224072_0,In2Ni6C,-4.279163014444444
107951,matpes-20240214_1224457_3,In2Ni7B,-4.337065888999999
107952,matpes-20240214_1224457_6,In2Ni7B,-4.262458935000001
107953,matpes-20240214_1224457_5,In2Ni7B,-4.248083469
107954,matpes-20240214_1224457_4,In2Ni7B,-4.21023055
107955,matpes-20240214_1224457_8,In2Ni7B,-4.205736141
107956,matpes-20240214_1224457_1,In2Ni7B,-4.201006598000001
107957,matpes-20240214_1224457_0,In2Ni7B,-4.194064570000001
107958,matpes-20240214_1224457_7,In2Ni7B,-4.178631290999999
107959,matpes-20240214_1224457_12,In2Ni7B,-4.176477961000001
107960,matpes-20240214_1224457_9,In2Ni7B,-4.165263246000001
107961,matpes-20240214_1224457_2,In2Ni7B,-4.160019727
107962,matpes-20240214_1224457_11,In2Ni7B,-4.159374610999999
107963,matpes-20240214_1224457_13,In2Ni7B,-4.131264723000001
107964,matpes-20240214_1224457_10,In2Ni7B,-4.086679124
107965,mp-1224457,In2Ni7B,-4.023442864000001
107966,matpes-20240214_1224457_14,In2Ni7B,-4.002094485000001
107967,mp-674493,In2NiS4,-3.655892864285714
107968,mp-20960,In2NiS4,-3.584812599285714
107969,mp-22323,In2O3,-4.445227721000001
107970,mp-1105681,In2O3,-4.4275811115
107971,mp-644741,In2O3,-4.223383565000001
107972,mp-1105699,In2O3,-4.2213319305
107973,mp-31232,In2PO5,-4.860516645624999
107974,mp-1246204,In2Pb3N4,-3.244389315
107975,matpes-20240214_1102524_0,In2Pd8Se,-4.143872989090909
107976,mp-1102524,In2Pd8Se,-4.143872289090909
107977,matpes-20240214_1093959_0,In2PdPt,-3.923801440000002
107978,mp-1093959,In2PdPt,-2.333832484999998
107979,matpes-20240214_1093959_2,In2PdPt,-2.130044546250001
107980,matpes-20240214_1096298_12,In2PdRh,-4.132407975
107981,matpes-20240214_1096298_14,In2PdRh,-4.0154724575
107982,matpes-20240214_1096298_10,In2PdRh,-3.959281610000001
107983,matpes-20240214_1096298_4,In2PdRh,-3.940838105000001
107984,matpes-20240214_1096298_11,In2PdRh,-3.832415992499999
107985,matpes-20240214_1096298_13,In2PdRh,-3.7590339425
107986,matpes-20240214_1096298_15,In2PdRh,-3.714423504999999
107987,matpes-20240214_1096298_3,In2PdRh,-3.568221285
107988,matpes-20240214_1096298_2,In2PdRh,-3.443186067500001
107989,matpes-20240214_1096298_9,In2PdRh,-3.3732030675
107990,matpes-20240214_1096298_7,In2PdRh,-2.759150532500001
107991,matpes-20240214_1096298_8,In2PdRh,-2.7475808925000003
107992,matpes-20240214_1096298_6,In2PdRh,-2.266979089999999
107993,matpes-20240214_1096298_5,In2PdRh,-2.183546289999999
107994,mp-1096298,In2PdRh,-2.023378149999999
107995,matpes-20240214_1096298_0,In2PdRh,-2.023243725
107996,matpes-20240214_1096298_1,In2PdRh,-1.7880298100000012
107997,matpes-20240214_22682_0,In2Pt,-4.102881823333334
107998,matpes-20240214_22682_7,In2Pt,-4.065135703333334
107999,matpes-20240214_22682_1,In2Pt,-4.015445959999998
108000,matpes-20240214_22682_17,In2Pt,-4.005250039999997
108001,matpes-20240214_22682_15,In2Pt,-3.933165293333331
108002,mp-1223728,In2Pt,-3.76022915
108003,matpes-20240214_22682_2,In2Pt,-3.759950596666665
108004,matpes-20240214_22682_5,In2Pt,-3.741477076666664
108005,matpes-20240214_22682_10,In2Pt,-3.740366396666668
108006,matpes-20240214_22682_8,In2Pt,-3.736163009999998
108007,matpes-20240214_22682_6,In2Pt,-3.723595919999998
108008,matpes-20240214_22682_4,In2Pt,-3.707527129999997
108009,matpes-20240214_22682_20,In2Pt,-3.688909390000001
108010,matpes-20240214_22682_14,In2Pt,-3.6697239899999983
108011,matpes-20240214_22682_3,In2Pt,-3.656127693333331
108012,matpes-20240214_1223728_2,In2Pt,-3.637718996666668
108013,matpes-20240214_22682_13,In2Pt,-3.597926473333331
108014,matpes-20240214_22682_12,In2Pt,-3.578891333333331
108015,matpes-20240214_22682_11,In2Pt,-3.547661956666668
108016,matpes-20240214_22682_21,In2Pt,-3.547560816666665
108017,matpes-20240214_1223728_0,In2Pt,-3.433712896666667
108018,matpes-20240214_22682_23,In2Pt,-3.415001660000001
108019,matpes-20240214_1223728_1,In2Pt,-3.40393915333333
108020,matpes-20240214_22682_22,In2Pt,-3.392307496666665
108021,matpes-20240214_22682_9,In2Pt,-3.361476036666668
108022,matpes-20240214_22682_16,In2Pt,-3.165951946666666
108023,mp-755116,In2Pt2O7,-4.520021135909092
108024,matpes-20240214_631547_5,In2ReB,-3.7917354675
108025,matpes-20240214_631547_4,In2ReB,-3.686292333437499
108026,matpes-20240214_631547_2,In2ReB,-3.488276179062499
108027,matpes-20240214_631547_1,In2ReB,-3.328346794687501
108028,matpes-20240214_631547_0,In2ReB,-3.121542476249999
108029,mp-631547,In2ReB,-3.0990623
108030,mp-1077883,In2Rh3S2,-4.630364495714285
108031,matpes-20240214_1077883_1,In2Rh3S2,-4.417231252857145
108032,matpes-20240214_1077883_2,In2Rh3S2,-4.109800792857143
108033,matpes-20240214_1077883_0,In2Rh3S2,-3.7963943999999983
108034,mp-22375,In2S3,-3.429780160999999
108035,mp-673633,In2S3,-3.404424627999998
108036,mp-1223831,In2S3,-3.403137787999998
108037,mp-684944,In2S3,-3.246037344499999
108038,matpes-20240214_1223831_0,In2S3,-3.065952306
108039,matpes-20240214_1223831_1,In2S3,-2.4296770299999992
108040,mp-1223844,In2SbAs,-2.8354881725
108041,matpes-20240214_1223844_1,In2SbAs,-2.357065869999999
108042,matpes-20240214_1223844_0,In2SbAs,-2.341782999999999
108043,matpes-20240214_1223844_3,In2SbAs,-2.264109755
108044,matpes-20240214_1223844_2,In2SbAs,-2.069839327499998
108045,mp-1017565,In2Se3,-3.1220867740000022
108046,matpes-20240214_1017565_1,In2Se3,-2.892211542000001
108047,matpes-20240214_1017565_0,In2Se3,-2.812696728
108048,mp-19907,In2Se3,-2.782837372
108049,matpes-20240214_19907_0,In2Se3,-2.694501666000002
108050,mp-20830,In2Se3,-2.506052808000001
108051,matpes-20240214_20830_0,In2Se3,-2.496413198000002
108052,mp-558407,In2Si(AgS3)2,-3.5946319672727283
108053,mp-1223808,In2SnPb,-2.686686595000001
108054,matpes-20240214_1093924_16,In2SnPb,-2.653011807500004
108055,matpes-20240214_1093924_11,In2SnPb,-2.634574460000003
108056,matpes-20240214_1093924_3,In2SnPb,-2.513691642500003
108057,matpes-20240214_1093924_2,In2SnPb,-2.496003990000002
108058,matpes-20240214_1093924_15,In2SnPb,-2.402131700000001
108059,matpes-20240214_1093924_14,In2SnPb,-2.339646292500003
108060,matpes-20240214_1093924_8,In2SnPb,-2.111577150000002
108061,matpes-20240214_1093924_9,In2SnPb,-2.067970275000004
108062,matpes-20240214_1093924_13,In2SnPb,-1.961672800000002
108063,matpes-20240214_1093924_7,In2SnPb,-1.947094900000003
108064,matpes-20240214_1093924_6,In2SnPb,-1.945018945000001
108065,matpes-20240214_1093924_5,In2SnPb,-1.910252980000002
108066,matpes-20240214_1093924_4,In2SnPb,-1.810122190000001
108067,mp-1093924,In2SnPb,-1.444986130000003
108068,matpes-20240214_1093924_0,In2SnPb,-1.443331860000004
108069,matpes-20240214_1093924_1,In2SnPb,-1.393219057500001
108070,mp-582549,In2Te5,-2.630506619999997
108071,mp-1224061,In2TeAs,-2.703151052500001
108072,mp-1223841,In2TeAs,-2.697399690000001
108073,matpes-20240214_1223841_0,In2TeAs,-2.664465975000002
108074,matpes-20240214_1223841_1,In2TeAs,-2.620631210000002
108075,matpes-20240214_1223841_6,In2TeAs,-2.5285699550000023
108076,matpes-20240214_1224061_1,In2TeAs,-2.420051350000001
108077,matpes-20240214_1223841_4,In2TeAs,-2.416485577500001
108078,matpes-20240214_1223841_2,In2TeAs,-2.407144887499999
108079,matpes-20240214_1224061_0,In2TeAs,-2.306713345000002
108080,matpes-20240214_1223841_7,In2TeAs,-2.300836977500001
108081,matpes-20240214_1223841_3,In2TeAs,-2.115172977500002
108082,matpes-20240214_1223841_5,In2TeAs,-2.056179050000001
108083,mp-772264,In2WO6,-5.253514415833333
108084,matpes-20240214_1193971_0,In3(Co10B3)2,-5.124728257931035
108085,matpes-20240214_1193971_1,In3(Co10B3)2,-4.79040188689655
108086,mp-1245786,In3(GaN2)2,-3.483526612222222
108087,mp-1224083,In3Ag3(HgTe4)2,-2.501407157500001
108088,mp-973466,In3As,-2.4075493874999983
108089,matpes-20240214_973466_1,In3As,-2.376957647499999
108090,matpes-20240214_973466_0,In3As,-1.997258694999999
108091,mp-1212418,In3AsF6,-3.221251067
108092,matpes-20240214_1212418_1,In3AsF6,-3.145399942
108093,matpes-20240214_1212418_0,In3AsF6,-3.065681664999999
108094,mp-1224020,In3AsSe3,-3.100928318571427
108095,mp-675930,In3AsSe3,-3.099692610000001
108096,mp-1184506,In3Au,-2.6591317675
108097,mp-973498,In3Au,-2.6568767975
108098,matpes-20240214_973498_0,In3Au,-2.546505920000001
108099,matpes-20240214_1184492_10,In3B,-2.809351227499998
108100,matpes-20240214_1184492_9,In3B,-2.7225759925000013
108101,matpes-20240214_1184483_0,In3B,-2.721839604999999
108102,matpes-20240214_1184492_6,In3B,-2.711386637499998
108103,matpes-20240214_1184492_5,In3B,-2.704974024999998
108104,matpes-20240214_1184492_16,In3B,-2.701667557499998
108105,matpes-20240214_1184492_3,In3B,-2.6987094875
108106,matpes-20240214_1184492_18,In3B,-2.674288844999999
108107,matpes-20240214_1184492_2,In3B,-2.644161749999998
108108,matpes-20240214_1184492_4,In3B,-2.630152745
108109,matpes-20240214_1184492_1,In3B,-2.577483035
108110,matpes-20240214_1184492_15,In3B,-2.5738778475
108111,matpes-20240214_1184492_14,In3B,-2.557181965000001
108112,matpes-20240214_1184492_8,In3B,-2.496541475000001
108113,matpes-20240214_1184492_7,In3B,-2.475475620000001
108114,mp-1184483,In3B,-2.4463070374999982
108115,mp-1184492,In3B,-2.433078507499999
108116,matpes-20240214_1184492_0,In3B,-2.419595362500001
108117,matpes-20240214_1184492_17,In3B,-2.410508402499999
108118,matpes-20240214_1184492_11,In3B,-2.4062973425
108119,matpes-20240214_1184492_12,In3B,-2.1526326175
108120,matpes-20240214_1184492_13,In3B,-2.097360782500001
108121,mp-1184488,In3Bi,-2.329106794999997
108122,matpes-20240214_1184519_2,In3Cl,-2.432103285
108123,matpes-20240214_1184519_4,In3Cl,-2.3755611375
108124,mp-1184519,In3Cl,-2.371123986249998
108125,matpes-20240214_1184519_0,In3Cl,-2.34110199625
108126,matpes-20240214_1184519_3,In3Cl,-2.276351174999998
108127,matpes-20240214_1184519_1,In3Cl,-2.155860607499999
108128,mp-1224185,In3Co,-3.0140238625
108129,matpes-20240214_1224185_1,In3Co,-2.8474715175000003
108130,matpes-20240214_1224185_3,In3Co,-2.813886226249998
108131,matpes-20240214_1224185_2,In3Co,-2.79097105125
108132,matpes-20240214_1224185_0,In3Co,-2.7749313499999992
108133,matpes-20240214_1224185_4,In3Co,-2.7525820050000003
108134,matpes-20240214_1184480_0,In3Cu,-2.634885354999998
108135,mp-1184480,In3Cu,-2.5750382075
108136,matpes-20240214_1184480_1,In3Cu,-2.565955952499997
108137,mp-1224530,In3Cu3SiSe8,-3.447820322000001
108138,mp-1224175,In3CuSe5,-3.260639851111111
108139,mp-1184904,In3Ga,-2.438774662499998
108140,mp-974309,In3Ga,-2.4302709699999983
108141,matpes-20240214_1184904_0,In3Ga,-2.30837799
108142,mp-1224009,In3GaN4,-3.79332644125
108143,matpes-20240214_1224009_0,In3GaN4,-3.556056485000001
108144,matpes-20240214_1224009_1,In3GaN4,-3.5240192887500013
108145,matpes-20240214_1224009_2,In3GaN4,-3.3374184775
108146,matpes-20240214_1120750_2,In3GaN4,-3.250737598124999
108147,matpes-20240214_1120750_1,In3GaN4,-3.225092374375
108148,matpes-20240214_1120750_3,In3GaN4,-3.190491478749999
108149,matpes-20240214_1120750_0,In3GaN4,-2.378963539375
108150,mp-1223857,In3GaTe4,-2.7519516774999992
108151,mp-1184915,In3Ge,-2.573782058750001
108152,matpes-20240214_974310_1,In3Ge,-2.55842299
108153,matpes-20240214_974310_0,In3Ge,-2.5512827975
108154,mp-974310,In3Ge,-2.551263040000002
108155,matpes-20240214_974310_4,In3Ge,-2.550016760000002
108156,matpes-20240214_974310_3,In3Ge,-2.5468048625
108157,matpes-20240214_974310_5,In3Ge,-2.518782162500002
108158,matpes-20240214_974310_2,In3Ge,-2.5069423375
108159,mp-1184933,In3Hg,-1.883256185
108160,matpes-20240214_1184933_0,In3Hg,-1.88325527125
108161,matpes-20240214_1184933_1,In3Hg,-1.846658797500001
108162,matpes-20240214_1184933_2,In3Hg,-1.843535680000002
108163,mp-1212244,In3Hg,-0.917439359999999
108164,mp-636498,In3Ir,-3.858404805624999
108165,mp-630976,In3Ir,-3.853634780625
108166,mp-1178163,In3NO3,-4.165186963571426
108167,matpes-20240214_778848_4,In3NO3,-4.072327506428571
108168,matpes-20240214_778848_2,In3NO3,-3.973292144999997
108169,matpes-20240214_778848_3,In3NO3,-3.969623867142855
108170,matpes-20240214_778848_1,In3NO3,-3.959454342142856
108171,matpes-20240214_778848_5,In3NO3,-3.766302958571427
108172,matpes-20240214_1178163_1,In3NO3,-3.750104635714283
108173,matpes-20240214_1178163_4,In3NO3,-3.660400036428569
108174,matpes-20240214_1178163_0,In3NO3,-3.587009004285712
108175,matpes-20240214_778848_7,In3NO3,-3.387584041428569
108176,matpes-20240214_1178163_3,In3NO3,-3.325730729285713
108177,matpes-20240214_778848_0,In3NO3,-3.295445459285714
108178,matpes-20240214_778848_6,In3NO3,-3.185274422142855
108179,matpes-20240214_1178163_2,In3NO3,-3.093720838571428
108180,matpes-20240214_1184852_2,In3Ni,-2.914907604999996
108181,matpes-20240214_1184852_7,In3Ni,-2.914223397499999
108182,matpes-20240214_1184852_3,In3Ni,-2.911715304999997
108183,matpes-20240214_1184852_5,In3Ni,-2.908072017499996
108184,matpes-20240214_1184852_9,In3Ni,-2.898694304999999
108185,matpes-20240214_1184852_4,In3Ni,-2.848863747499997
108186,matpes-20240214_1184852_8,In3Ni,-2.8049042049999997
108187,matpes-20240214_1184852_10,In3Ni,-2.790309237499997
108188,matpes-20240214_1184852_6,In3Ni,-2.768055457499997
108189,matpes-20240214_1184929_0,In3Ni,-2.741711877499998
108190,mp-1184929,In3Ni,-2.736374039999997
108191,matpes-20240214_1184852_0,In3Ni,-2.710513164999998
108192,mp-1184852,In3Ni,-2.7105131124999997
108193,matpes-20240214_1184852_1,In3Ni,-2.707935972499999
108194,mp-1184932,In3Pb,-2.498916580000003
108195,mp-1184921,In3Pb,-2.469553575000002
108196,mp-1245717,In3Pb3N5,-3.322867485000002
108197,mp-1185043,In3Pd,-2.9474613625
108198,mp-1184826,In3Pd,-2.9335186775
108199,mp-510437,In3Pd2,-3.654496712
108200,matpes-20240214_1184825_2,In3Pt,-3.436453552499998
108201,matpes-20240214_1184825_1,In3Pt,-3.383329507500001
108202,mp-1184857,In3Pt,-3.288640359999998
108203,mp-1184825,In3Pt,-3.282336699999998
108204,matpes-20240214_1184825_0,In3Pt,-3.282336694999998
108205,mp-1224298,In3Pt4,-4.830750389047617
108206,mp-1224042,In3Pt5,-4.842356282499999
108207,mp-18614,In3Rh,-3.639067883749998
108208,mp-607450,In3Ru,-3.812911453125
108209,mp-672326,In3Ru,-3.80718962625
108210,matpes-20240214_1184892_1,In3S,-2.671532779999996
108211,matpes-20240214_1184892_0,In3S,-2.567580807499997
108212,mp-1184892,In3S,-2.567580797499996
108213,matpes-20240214_1184892_2,In3S,-2.444187784999997
108214,mp-1021668,In3Sb,-2.380023704999999
108215,matpes-20240214_1021668_0,In3Sb,-2.157025505
108216,matpes-20240214_1021668_1,In3Sb,-1.771497312499999
108217,mp-1223976,In3SbTe2,-2.683376308333331
108218,mp-1224005,In3SbTe2,-2.674183366666663
108219,mp-676518,In3SbTe2,-2.617960608333329
108220,matpes-20240214_1223976_0,In3SbTe2,-2.423727816666665
108221,matpes-20240214_1224005_0,In3SbTe2,-2.393461769999997
108222,matpes-20240214_1223976_2,In3SbTe2,-2.305951323333332
108223,matpes-20240214_1223976_1,In3SbTe2,-2.276486226666662
108224,matpes-20240214_1223976_3,In3SbTe2,-2.06771698
108225,mp-1223951,In3SbTe4,-2.50944654625
108226,mp-1184883,In3Se,-2.540549639999998
108227,matpes-20240214_1184883_0,In3Se,-2.5389670775
108228,matpes-20240214_1184883_2,In3Se,-2.5215855575
108229,matpes-20240214_1184883_1,In3Se,-2.449783639999999
108230,matpes-20240214_1184883_4,In3Se,-2.449619187500001
108231,matpes-20240214_1184883_8,In3Se,-2.428043445
108232,matpes-20240214_1184883_3,In3Se,-2.41784771
108233,matpes-20240214_1184883_5,In3Se,-2.3964636749999992
108234,matpes-20240214_1184934_0,In3Si,-2.684154696249997
108235,matpes-20240214_1184853_5,In3Si,-2.663741547499999
108236,matpes-20240214_1184853_7,In3Si,-2.651547282499997
108237,mp-1184934,In3Si,-2.637285888749996
108238,matpes-20240214_1184853_0,In3Si,-2.624836354999999
108239,mp-1184853,In3Si,-2.6246826299999992
108240,matpes-20240214_1184853_2,In3Si,-2.599425079999999
108241,matpes-20240214_1184853_3,In3Si,-2.595132402499999
108242,matpes-20240214_1184853_4,In3Si,-2.584126549999997
108243,matpes-20240214_1184853_9,In3Si,-2.527681684999997
108244,matpes-20240214_1184853_6,In3Si,-2.5234025124999997
108245,mp-1184894,In3Sn,-2.580354937500001
108246,matpes-20240214_1224025_0,In3Sn,-2.5701413974999983
108247,mp-1224025,In3Sn,-2.566932172499999
108248,matpes-20240214_1184894_0,In3Sn,-2.400984107500001
108249,matpes-20240214_1184894_1,In3Sn,-2.3518689725
108250,mp-1224151,In3Sn3Au4,-3.246867101000004
108251,mp-1224155,In3SnAu12,-3.317167004999994
108252,matpes-20240214_1224155_0,In3SnAu12,-3.317166943124995
108253,mp-1223891,In3SnAu4,-3.257626736250003
108254,matpes-20240214_1223891_0,In3SnAu4,-3.1262292125
108255,mp-568522,In3SnI5,-2.396803353055557
108256,mp-568493,In3SnI5,-2.396755430277778
108257,mp-28871,In3SnI5,-2.394733409444446
108258,mp-541885,In3Te4,-2.720326104285715
108259,mp-1224620,In4(Co4C)3,-4.8291716889473655
108260,mp-1223964,In4(SnO4)3,-4.592870565789473
108261,mp-1223887,In4As3P,-3.072225484999999
108262,mp-685956,In4As3Se,-2.941074701249999
108263,mp-1223990,In4Bi,-2.289414768
108264,mp-568692,In4Br7,-2.598613177272726
108265,mp-1226859,In4Cu3AgTe8,-3.001953072500001
108266,matpes-20240214_1223874_0,In4GeSb2Te,-2.839560063749999
108267,mp-1223874,In4GeSb2Te,-2.839559526249999
108268,mp-1224124,In4P6Pb2O23,-5.072158362857143
108269,mp-1223890,In4Pb,-2.497799106000002
108270,matpes-20240214_1223890_0,In4Pb,-2.465198476
108271,matpes-20240214_1223890_1,In4Pb,-2.107381454
108272,matpes-20240214_1223890_2,In4Pb,-2.097374158000002
108273,mp-685941,In4SbTe3,-2.691810813750002
108274,mp-937920,In4SbTe3,-2.6909109500000032
108275,matpes-20240214_1246930_0,In4Se3N2,-2.757860387777775
108276,mp-675124,In4SnS8,-3.449465652307691
108277,mp-1247116,In4Te3N2,-2.9909839083333343
108278,matpes-20240214_1247116_0,In4Te3N2,-2.665563757777776
108279,mp-1224092,In5AgSe8,-3.149967297857143
108280,mp-571103,In5AgSe8,-3.148059006428569
108281,mp-569813,In5AgTe8,-2.789187450714288
108282,mp-570692,In5B4Ir9,-5.908100501666663
108283,mp-23180,In5Bi3,-2.315765408749996
108284,mp-1224528,In5CuTe8,-2.8622364935714253
108285,mp-31263,In5S5Cl,-3.301334172272727
108286,mp-1224137,In5S8,-3.3368491899999992
108287,mp-1188565,In5Sb3,-2.437686533124999
108288,mp-568603,In5Se5Cl,-3.078509248636364
108289,mp-1224051,In5SnSb3Te,-2.759949034999997
108290,matpes-20240214_1224051_0,In5SnSb3Te,-2.338181089999997
108291,mp-21084,In6Ga2PtO8,-4.476297217058823
108292,matpes-20240214_21084_1,In6Ga2PtO8,-4.362337032941177
108293,matpes-20240214_21084_2,In6Ga2PtO8,-3.992770919411765
108294,matpes-20240214_21084_0,In6Ga2PtO8,-3.8864501423529423
108295,mp-1212173,In6Ge2IrO8,-4.440808667058824
108296,matpes-20240214_1212173_2,In6Ge2IrO8,-3.951414300588234
108297,matpes-20240214_1212173_1,In6Ge2IrO8,-3.929263070000002
108298,matpes-20240214_1212173_0,In6Ge2IrO8,-3.886223201764706
108299,mp-22186,In6Ge2PtO9,-4.543752928888887
108300,matpes-20240214_22186_0,In6Ge2PtO9,-4.097179143333333
108301,matpes-20240214_22186_2,In6Ge2PtO9,-3.974389187222222
108302,matpes-20240214_22186_1,In6Ge2PtO9,-3.902552787777777
108303,matpes-20240214_22186_4,In6Ge2PtO9,-3.877711071111111
108304,matpes-20240214_22186_3,In6Ge2PtO9,-3.794285216666668
108305,mp-13192,In6ReO12,-4.654202847894736
108306,mp-991201,In6ReO12,-3.6450565321052633
108307,mp-22189,In6TeO12,-4.349899868421053
108308,mp-20099,In6WO12,-4.854518988947367
